,disease_category,disease_name,intention,question
473,응급질환,두통,원인,두통이 자주 생기는 원인과 관련된 정보를 알 수 있을까요?
474,응급질환,두통,원인,두통의 원인을 알려주세요.
475,응급질환,두통,원인,두통의 원인으로는 어떤 것들이 있는지 설명해주세요.
476,응급질환,두통,원인,만성 두통의 주요 원인은 무엇인가요?
477,응급질환,두통,원인,"두통이 심한데, 스트레스성 외에도 다른 원인으로 인한 것이 있는지 알고 싶어요."
478,응급질환,두통,원인,두통이 간헐적으로 나타나는 원인에 대해 자세히 알려주세요.
479,응급질환,두통,원인,"두통이 자주 발생하는데, 그 원인이 무엇인지 알고 싶어요."
480,응급질환,두통,원인,두통이 자고 일어나면 생기는 이유를 자세히 알고 싶습니다.
481,응급질환,두통,원인,"두통이 고민이나 스트레스와 연관이 있는데, 그 이유가 무엇일까요?"
482,응급질환,두통,원인,두통이라는 질병은 어떤 원인으로 발생하는지 자세히 설명해주실 수 있나요?
483,응급질환,두통,원인,두통의 주요한 원인과 관련된 정보를 알고 싶습니다.
484,응급질환,두통,원인,봄철 두통과 어지럼증의 원인 중에 특정한 알레르기가 포함되는지 알고 싶어요.
485,응급질환,두통,원인,봄철 두통이나 어지럼증은 알레르기로 인한 원인과 연관이 있을 수 있을까요?
486,응급질환,두통,원인,두통이 발생하는 주요한 요인은 무엇인가요?
487,응급질환,두통,원인,머리가 계속 무거운 증상과 무거운 두통이 발생하는 주된 원인은 무엇인가요?
488,응급질환,두통,원인,두통과 코골이 사이의 인과 관계에 대해 자세히 알려주세요.
489,응급질환,두통,원인,두통이 발생하는 다양한 원인에 대해 설명해 주세요.
490,응급질환,두통,원인,두통의 원인에 대해 어떤 종류의 검진이나 테스트가 도움이 될 수 있을까요?
491,응급질환,두통,원인,두통을 예방하는 데 도움이 되는 운동이나 활동은 무엇인가요?
492,응급질환,두통,원인,두통의 원인을 파악하기 위해 어떤 검사를 받아볼 수 있을까요?
493,응급질환,두통,원인,두통이라는 질병의 발생 원인과 관련된 정보를 알고 싶어요.
494,응급질환,두통,원인,두통과 관련된 다양한 원인을 알고 싶습니다.
495,응급질환,두통,원인,두통이 자주 나타나는 원인은 무엇인가요?
496,응급질환,두통,원인,속발성 두통이 발생하는 원인을 자세히 알고 싶어요.
497,응급질환,두통,원인,"두통이 자주 발생하는데, 그 원인과 그에 따른 예방 방법에 대해 알고 싶어요."
498,응급질환,두통,원인,두통이 자주 발생하는 원인과 그 원인을 알려주는 정보가 있을까요?
499,응급질환,두통,원인,두통이 발생하는데 영향을 미치는 주요한 원인은 어떤 것이 있나요?
500,응급질환,두통,원인,두통이 자주 발생하는 주요한 원인과 그 이유를 알려주세요.
501,응급질환,두통,원인,두통이 생기는 주요 원인은 무엇인가요?
502,응급질환,두통,원인,두통이라는 질병의 원인은 무엇인가요?
503,응급질환,두통,원인,독감에 걸리는 이유에 대해 자세히 알려주세요.
504,응급질환,두통,원인,두통약을 먹으면 피부에 두드러기가 나는 것이 약물 알레르기의 주요 증상인가요?
505,응급질환,두통,원인,두통의 원인과 관련된 정보를 자세히 알고 싶습니다.
506,응급질환,두통,원인,"두통의 원인 중에 저혈당이 있는 경우에, 어떻게 대처해야 할지 알려주세요."
507,응급질환,두통,원인,알레르기가 봄철 두통이나 어지럼증의 주요 원인으로 작용하는지 알고 싶어요.
508,응급질환,두통,원인,"두통이 심해져서 CT 촬영을 했는데도 이상이 없다고 하는데, 어떤 요인으로 인한 걸까요?"
509,응급질환,두통,원인,두통이 자고 일어나면 발생하는 원인을 자세히 알려주세요.
510,응급질환,두통,원인,"두통과 어지러움, 구토 등의 증상이 호흡기 및 중추신경계 증상과 연관이 있는 이유가 무엇인가요?"
511,응급질환,두통,원인,두통의 원인에 대해 자세하게 알려주세요.
512,응급질환,두통,원인,두통으로 인한 문제가 얼마나 자주 나타나는지 알려주세요.
513,응급질환,두통,원인,두통이 자주 나타나는 이유와 그에 대한 설명을 듣고 싶어요.
514,응급질환,두통,원인,두통이 평소에 자주 발생하는 이유가 무엇인가요?
515,응급질환,두통,원인,두통이 발생하는데에는 어떤 요소들이 관여하는지 알려주세요.
516,응급질환,두통,원인,독감이 발생하는 주된 요인과 그로 인한 증상에 대해 알려주세요.
517,응급질환,두통,원인,"두통이 밤에만 나타나지 않고 자고 일어나도 증상이 지속될 때, 그 이유가 무엇일까요?"
518,응급질환,두통,원인,두통의 원인과 그에 대한 자세한 설명을 듣고 싶습니다.
519,응급질환,두통,원인,"식이나 생활 습관에 어떤 문제가 있었을 때 두통, 코막힘, 구토, 설사와 같은 증상이 나타날 수 있나요?"
520,응급질환,두통,원인,속발성 두통의 원인은 무엇인가요?
521,응급질환,두통,원인,독감이 발생하는데 영향을 미치는 원인은 무엇인가요?
522,응급질환,두통,원인,두통의 원인 중에는 어떤 것들이 있을까요?
523,응급질환,두통,원인,두통과 코골이 사이에는 어떤 연관성이 있을까요?
524,응급질환,두통,원인,독감이 어떤 경로로 발생하는지 알려주세요.
525,응급질환,두통,원인,"두통이 자주 발생하는 경우, 그 원인에 대해 이해하기 쉽게 알려주세요."
526,응급질환,두통,원인,"두통이 코골이와 연관이 있다면, 어떤 치료 방법이 효과적일까요?"
527,응급질환,두통,원인,두통이 자주 발생하는 원인을 자세히 설명해주세요.
528,응급질환,두통,원인,두통이 발생하는 주요 원인을 상세히 알려주세요.
529,응급질환,두통,원인,두통의 증상을 완화시키기 위해 어떤 음식을 섭취해야 할까요?
530,응급질환,두통,원인,두통과 관련하여 스트레스와 관련된 다른 원인들은 어떤 것들이 있을까요?
531,응급질환,두통,원인,이사 후에 아토피와 같은 피부 질환과 두통이 생기는 원인과 관련된 설명을 부탁드립니다.
532,응급질환,두통,원인,두통의 주요 원인과 그에 따른 원인을 알고 싶습니다.
533,응급질환,두통,원인,두통이 밤에만 나타나지 않고 자고 일어나도 증상이 지속되는 것은 어떤 원인으로 인해 발생하는 걸까요?
534,응급질환,두통,원인,두통이 자주 발생하는 원인과 관련된 주요 원인을 알려주세요.
535,응급질환,두통,원인,속발성 두통이 발생하는 주요 원인을 알 수 있을까요?
536,응급질환,두통,원인,"왼쪽 머리가 아플 때, 왜 두통이 발생하는지 알 수 있을까요?"
537,응급질환,두통,원인,과도한 카페인 섭취와 저혈당이 두통을 일으키는 원인이 될 수 있는지 알려주세요.
538,응급질환,두통,원인,두통의 발생 원인과 그에 따른 스트레스에 대해 자세히 알려주세요.
539,응급질환,두통,원인,두통의 원인을 알아내기 위해 어떤 종류의 심리검사가 효과적일까요?
540,응급질환,두통,원인,두통을 유발할 수 있는 다른 원인들은 무엇인가요?
541,응급질환,두통,원인,독감이 발생하는 원인과 그 원인으로 인해 발생하는 증상을 알려주세요.
542,응급질환,두통,원인,두통이 발생하는데 영향을 주는 요소는 무엇인가요?
543,응급질환,두통,원인,"두통의 발생 원인은 무엇이며, 어떤 요소들이 연관되어 있나요?"
544,응급질환,두통,원인,두통이 생기는 원인과 관련된 요소를 알려주세요.
545,응급질환,두통,원인,두통의 원인과 관련된 요소들이 무엇인가요?
546,응급질환,두통,원인,두통이 지속적인 원인에는 어떤 요인들이 관여하는지 알려주세요.
547,응급질환,두통,원인,두통의 원인과 관련하여 상세한 설명을 듣고 싶어요.
548,응급질환,두통,원인,"두통은 두부의 머리, 윗목, 얼굴 및 내측 등 모든 부위에서 느끼는 통증으로 정의할 수 있는 것인가요?"
549,응급질환,두통,원인,두통의 원인 중에서 아무 원인 없이 두통이 발생하는 경우가 있는지 알려주세요.
550,응급질환,두통,원인,두통의 원인 중에서 가장 흔하게 일어나는 것은 무엇인가요?
551,응급질환,두통,원인,두통의 원인을 파악하기 위해 어떤 증상을 주의해야 하나요?
552,응급질환,두통,원인,두통이 밤에만 나타나지 않고 자고 일어나도 증상이 악화되는 것은 자연스러운 생리적 현상인가요? 그렇다면 어떤 이유 때문인지 알려주세요.
553,응급질환,두통,원인,독감에 걸리는 이유에 대해 자세히 설명해주실 수 있나요?
554,응급질환,두통,원인,두통이 발생하는 주된 원인은 무엇인가요?
555,응급질환,두통,원인,"두통이나 어지럼증이 봄에 주로 발생하는데, 이를 유발하는 특정 알레르기의 원인이 있을까요?"
556,응급질환,두통,원인,"두통은 두통이라는 질병의 핵심적인 특징이며, 대부분의 두통 환자들에게 일반적으로 나타나는 증상인가요?"
557,응급질환,두통,원인,왼쪽 머리가 심하게 아플 때 어떤 원인 때문에 이러한 증상이 나타날 수 있는지 알고 싶어요.
558,응급질환,두통,원인,독감이 발생하는 원인과 그로 인해 발생하는 증상에 대해 알려주세요.
559,응급질환,두통,원인,두통의 원인 중에 카페인 섭취가 어떤 역할을 하는지 알려주세요.
560,응급질환,두통,원인,두통이 갑자기 발생하는 경우에 어떤 요인이 영향을 미치는지 궁금합니다.
561,응급질환,두통,원인,이사 후에 아토피와 같은 피부 질환과 두통이 생기는 원인에는 어떤 것들이 있을까요?
562,응급질환,두통,원인,두통이 발생하는 메커니즘에 대해 알려주세요.
563,응급질환,두통,원인,두통이 지속되는 원인은 무엇인가요?
564,응급질환,두통,원인,"두통, 어지러움, 구토 등의 호흡기 및 중추신경계 증상이 발생하는데 영향을 주는 주요한 원인에 대해 알려주세요."
565,응급질환,두통,원인,두통의 발생 원인에 대해 알고 싶어요.
566,응급질환,두통,원인,"왼쪽 머리가 아플 때, 두통의 원인은 무엇인가요?"
567,응급질환,두통,원인,속발성 두통의 원인과 관련된 정보를 알려주세요.
568,응급질환,두통,원인,머리가 계속 찌릿찌릿하고 무거운 증상이 나타나면 어떤 원인으로 인해 발생하는 건가요?
569,응급질환,두통,원인,잠이 부족한 상태에서도 두통이 지속되는 원인은 무엇인가요?
570,응급질환,두통,원인,두통의 원인으로는 어떤 것들이 있는지 알려주세요.
571,응급질환,두통,원인,독감에 걸리는 원인과 그 원인으로 인해 발생하는 증상은 어떻게 발생하는 건가요?
572,응급질환,두통,원인,두통이 일어나는 주된 원인은 무엇인가요?
573,응급질환,두통,원인,두통이 지속적인 이유가 무엇인가요?
574,응급질환,두통,원인,두통과 스트레스성 말고 다른 원인들이 어떤 것들이 있는지 알려주세요.
575,응급질환,두통,원인,두통을 진단하는데 필요한 특정 검사나 검사방법이 있을까요?
576,응급질환,두통,원인,두통이 발생하는 다양한 원인을 자세히 알려주세요.
577,응급질환,두통,원인,두통이 자주 발생하는 이유에는 어떤 요소들이 포함되어 있을까요?
578,응급질환,두통,원인,"식이나 생활 습관이 두통, 코막힘, 구토, 설사와 같은 증상을 유발하는 이유에 대해 자세한 설명을 듣고 싶습니다."
579,응급질환,두통,원인,"왼쪽 머리가 아플 때, 어떤 원인이 통증을 유발할 수 있는지 알려주세요."
580,응급질환,두통,원인,두통이 발생하는 원인을 자세하게 설명해주세요.
581,응급질환,두통,원인,봄철에 나타나는 두통이나 어지럼증이 특정 알레르기에 대한 반응으로 해석되는 이유가 있을까요?
582,응급질환,두통,원인,두통이 자주 발생하는 이유에 대해 자세한 설명을 듣고 싶어요.
583,응급질환,두통,원인,아토피와 같은 피부 질환이 새집으로 인해 생길 수 있는 원인은 무엇인가요?
584,응급질환,두통,원인,과도한 카페인 섭취와 저혈당이 두통에 영향을 미칠 수 있는지 설명해주세요.
585,응급질환,두통,원인,두통이 어떤 원인으로 인해 발생하는지 설명해주세요.
586,응급질환,두통,원인,과도한 카페인 섭취나 저혈당에 의해 두통이 발생할 수 있는 이유에 대해 자세히 알려주세요.
587,응급질환,두통,원인,두통이라는 질병은 무엇 때문에 발생하는지 알려주세요.
588,응급질환,두통,원인,신경성 요인과 두통이 발생하는 원인에 대해 알려주세요.
589,응급질환,두통,원인,두통이 발생하는 이유 중에 가장 흔한 원인은 무엇인가요?
590,응급질환,두통,원인,두통의 원인에는 어떤 것들이 있을까요?
591,응급질환,두통,원인,두통이 발생하는 이유를 알 수 있을까요?
592,응급질환,두통,원인,"왼쪽 머리가 아플 때, 왜 왼쪽 머리가 아플 수 있는지 원인을 알려주세요."
593,응급질환,두통,원인,새집으로 이사 후에 아토피와 같은 피부 질환과 두통이 생기는 원인에 대해 알고 싶습니다.
594,응급질환,두통,원인,두통이 심한데 스트레스성 말고 다른 원인들이 무엇이 있는지 알려주세요.
595,응급질환,두통,원인,"두통이 자주 발생하는데, 그 원인과 관련된 정보를 알고 싶어요."
596,응급질환,두통,원인,두통의 원인 중 어떤 요소들이 신경성 요인과 연관이 있을까요?
597,응급질환,두통,원인,"두통이 자주 발생하는데, 이를 완화할 수 있는 예방 방법은 어떤 것이 있을까요?"
598,응급질환,두통,원인,독감에 걸리는 주된 이유에 대해 설명해주세요.
599,응급질환,두통,원인,"두통이 밤에만 나타나지 않고 자고 일어나도 증상이 계속된다면, 이는 자연스러운 생리적인 현상인가요? 그렇다면 어떤 질병의 원인이 될 수 있는지 알려주세요."
600,응급질환,두통,원인,두통약을 복용한 후에 두드러기가 나타나는 것은 약물 알레르기의 일반적인 증상인가요?
601,응급질환,두통,원인,"봄철에 두통이나 어지럼증이 발생하는 경우, 특정 알레르기가 원인이 될 수 있는지 알려주세요."
602,응급질환,두통,원인,두통이 자주 발생하는 원인에 대해 알려주세요.
603,응급질환,두통,원인,두통의 원인과 관련된 증상은 무엇인가요?
604,응급질환,두통,원인,머리에 통증을 일으키는 주요한 원인은 무엇인가요?
605,응급질환,두통,원인,두통과 관련하여 스트레스로 인한 원인이 될 수 있는 증상이 있을까요?
606,응급질환,두통,원인,"두통과 코막힘, 구토 증상이 신종 플루와 함께 발생하는 이유가 무엇인가요?"
607,응급질환,두통,원인,두통이 스트레스로 인해 발생할 수 있는 원인 중 어떤 것이 있는지 알려주세요.
608,응급질환,두통,원인,두통의 원인으로 스트레스가 어떤 역할을 하는지 알고 싶어요.
609,응급질환,두통,원인,두통의 원인은 어떤 요소들이 연관되어 있는지 알려주세요.
610,응급질환,두통,원인,두통이 생기는 이유에 대해 설명해주세요.
611,응급질환,두통,원인,두통이 자주 나타나는 원인과 그에 대한 설명을 듣고 싶어요.
612,응급질환,두통,원인,두통이 계속되는 원인에 대해 더 자세히 알려주세요.
613,응급질환,두통,원인,두통이 스트레스로 인해 발생할 수 있는 원인 중 하나인지 궁금합니다.
614,응급질환,두통,원인,두통이나 어지럼증이 특정 알레르기에 반응하는 원인으로 알려져 있는지 알려주세요.
615,응급질환,두통,원인,두통이라는 질병은 어떤 요인에 의해 발생하는 건가요?
616,응급질환,두통,원인,스트레스가 두통에 영향을 주는 원인 중에서 가장 일반적인 것은 무엇인가요?
617,응급질환,두통,원인,속발성 두통의 주요 원인은 무엇인가요?
618,응급질환,두통,원인,"신종 플루의 초기 증상 중에 두통, 코막힘, 구토 증상이 포함되는 이유가 무엇인가요?"
619,응급질환,두통,원인,"두통이 자주 발생하는데, 그 원인을 상세히 알려주세요."
620,응급질환,두통,원인,두통이라는 질병의 원인을 설명해주세요.
621,응급질환,두통,원인,두통을 완화시키기 위해 권장되는 방법은 어떤 것들이 있을까요?
622,응급질환,두통,원인,두통의 원인을 파악하기 위해 어떤 종류의 의사와 상담해야 할까요?
623,응급질환,두통,원인,두통이라는 질병이 발생하는데 영향을 미치는 요인은 어떤 것들이 있나요?
624,응급질환,두통,원인,두통이 평소에 자주 나타나는 이유가 무엇인가요?
625,응급질환,두통,원인,왼쪽 머리가 심하게 아플 때 어떤 원인에 의해 발생하는 두통일까요?
626,응급질환,두통,원인,두통이 발생하는 이유와 그에 대한 증상을 알려주세요.
627,응급질환,두통,원인,간헐적인 두통이 발생하는데 영향을 미치는 원인은 무엇인가요?
628,응급질환,두통,원인,독감에 걸리게 되는 주요한 원인은 무엇인가요?
629,응급질환,두통,원인,두통의 원인과 관련하여 어떤 것들이 있는지 알고 싶어요.
630,응급질환,두통,원인,두통이 심한 이유에는 어떤 것들이 있는지 알고 싶습니다.
631,응급질환,두통,원인,두통이 자주 발생하는 원인에 대해 자세히 알려주세요.
632,응급질환,두통,원인,두통이 발생하는 주된 원인은 무엇인가요?
633,응급질환,두통,원인,봄철 두통이나 어지럼증은 어떤 질병이 원인이 되어서 발생하는지 알려주세요.
634,응급질환,두통,원인,두통이 빈번하게 발생하는 이유를 알고 싶어요.
635,응급질환,두통,원인,봄철에 나타나는 두통이나 어지럼증이 특정 알레르기의 증상과 일치하는 이유가 있을까요?
636,응급질환,두통,원인,두통이 자주 발생하는 원인과 그에 따른 조치 방법에 대해 설명해 주세요.
637,응급질환,두통,원인,두통의 원인으로 신경성이 영향을 미치는 이유에 대해 자세히 알려주세요.
638,응급질환,두통,원인,두통이 발생하는 주된 원인이 무엇인가요?
639,응급질환,두통,원인,"두통은 두부의 머리, 윗목, 얼굴 및 내측 등 모든 부위에서 느끼는 통증으로 정의될 수 있는 건가요?"
640,응급질환,두통,원인,두통이 간헐적인 경우 간헐적인 원인 외에도 다른 원인이 있을까요?
641,응급질환,두통,원인,두통을 일으키는 원인 중에서 가장 흔한 것들을 알려주세요. 특히 어떤 것들이 흔한가요?
642,응급질환,두통,원인,두통이 발생하는 주요 원인은 어떤 것들이 있나요?
643,응급질환,두통,원인,두통이 간헐적으로 나타나는 이유는 무엇인가요?
644,응급질환,두통,원인,두통을 일으키는 원인들에 대해 자세한 설명을 해주세요. 그리고 어떤 것들이 흔히 발생하는지도 궁금합니다.
645,응급질환,두통,원인,두통약을 먹고 난 후에 피부에 두드러기가 나는 것은 약물 알레르기의 주요 증상일까요?
646,응급질환,두통,원인,두통약을 복용한 후에 피부에 두드러기가 생기는 것은 약물 알레르기의 원인일 수 있을까요?
647,응급질환,두통,원인,"식이나 생활 습관에 영향을 주어 두통, 코막힘, 구토, 설사와 같은 증상이 발생하는 이유가 무엇인가요?"
648,응급질환,두통,원인,두통의 원인 중에 속발성 두통은 어떤 방식으로 인해 발생하는 건가요?
649,응급질환,두통,원인,두통이 발생하는 원인은 무엇인가요?
650,응급질환,두통,원인,가끔씩 두통이 발생하는 원인은 무엇인가요?
651,응급질환,두통,원인,간헐적인 두통이 발생하는 주요한 원인은 무엇인가요?
652,응급질환,두통,원인,머리에 통증을 일으키는 다양한 요인은 무엇인가요?
653,응급질환,두통,원인,아토피와 같은 피부 질환과 새집 증후군이 발생하는 원인을 자세하게 알려주세요.
654,응급질환,두통,원인,두통의 원인에 대해 알려주세요.
655,응급질환,두통,원인,두통의 원인과 관련된 정보를 자세히 알고 싶어요.
656,응급질환,두통,원인,"두통이 밤에만 나타나는 것은 정상적인 현상이 맞지만, 자고 일어나면 증상이 악화되는 경우도 있을까요? 그렇다면 어떤 요인이 관련되어 있는지 알려주세요."
657,응급질환,두통,원인,두통의 원인으로 신경성 요인이 어떤 역할을 하는지 알려주세요.
658,응급질환,두통,원인,두통으로 인한 고민이 심각한 이유는 무엇인가요?
659,응급질환,두통,원인,간헐적인 두통의 원인으로는 어떤 요소들이 연관되어 있는지 알려주세요.
660,응급질환,두통,원인,"두통과 코막힘, 구토 증상이 나타나는 이유에 대해 상세히 설명해주세요."
661,응급질환,두통,원인,"두통이 자주 발생하는데, 그 원인과 그로 인한 예방에 대해 상세히 알고 싶어요."
662,응급질환,두통,원인,두통을 유발하는 주요 원인들은 어떤 것들이 있을까요? 이를 조절하기 위해 어떤 방법이 있을까요?
663,응급질환,두통,원인,두통이 밤에만 나타나는 것은 자연스러운 증상인가요? 그렇다면 어떤 요인 때문인가요?
664,응급질환,두통,원인,두통의 원인과 관련된 정보를 알려주세요.
665,응급질환,두통,원인,두통이 나타나는 이유가 밤과 자고 일어나는 이유 중에서 어떤 것이 더 중요한 건가요?
666,응급질환,두통,원인,두통의 주요 원인으로 스트레스가 어떻게 작용하는지 알려주세요.
667,응급질환,두통,원인,두통이 일상생활에 영향을 주는 이유는 무엇인가요?
668,응급질환,두통,원인,두통이 발생하는 주요 원인과 그에 따른 증상을 알고 싶어요.
669,응급질환,두통,원인,두통의 원인을 알 수 있을까요?
670,응급질환,두통,원인,두통의 원인으로 알려진 요인들에 대해 알고 싶어요.
671,응급질환,두통,원인,두통의 원인과 관련하여 자세한 설명을 해주실 수 있을까요?
672,응급질환,두통,원인,"머리가 계속 무거운 증상이 나타나는데, 그 원인은 무엇인지 알려주세요."
673,응급질환,두통,원인,독감에 걸리는 주된 원인은 무엇인가요?
674,응급질환,두통,원인,두통이 생기는 가장 큰 원인은 무엇인가요?
675,응급질환,두통,원인,아토피와 같은 피부 질환과 새집 증후군이 나타나는 원인을 알려주세요.
676,응급질환,두통,원인,"두통, 어지러움, 구토 등의 호흡기 및 중추신경계 증상이 발생하는데 영향을 주는 주요한 원인은 무엇인가요?"
677,응급질환,두통,원인,호흡기 및 중추신경계 증상이 발생하는 원인에 대해 자세한 설명을 해주세요.
678,응급질환,두통,원인,"두통과 어지러움, 구토 등의 증상이 호흡기 및 중추신경계 증상과 관련이 있는 이유는 무엇인가요?"
679,응급질환,두통,원인,두통이라는 질병의 주요 원인은 무엇인가요?
680,응급질환,두통,원인,두통의 원인으로는 스트레스 외에 다른 요인들이 있는지 알고 싶어요.
681,응급질환,두통,원인,두통이 일어나는 원인에 대해 자세히 알고 싶어요.
682,응급질환,두통,원인,"두통이 두부의 머리, 윗목, 얼굴 및 내측 등 모든 부위에서 느끼는 통증으로 정의할 수 있는 질환은 무엇인가요?"
683,응급질환,두통,원인,호흡기 및 중추신경계 증상이 발생하는 원인과 그에 대한 상세한 설명을 듣고 싶어요.
684,응급질환,두통,원인,두통이 자주 발생하는 이유에 대해 자세히 알려주세요.
685,응급질환,두통,원인,두통의 원인에는 어떤 것들이 포함되는지 자세히 알려주세요.
686,응급질환,두통,원인,두통이 발생하는 주요 요인에 대해 자세히 설명해주세요.
687,응급질환,두통,원인,두통이 자고 일어나면 생기는 원인에 대해 더 자세한 설명을 듣고 싶습니다.
688,응급질환,두통,원인,"왼쪽 머리가 심하게 아플 때, 주로 왼쪽 머리가 심하게 아플 때 주로 나타나는 원인을 자세히 알고 싶어요."
689,응급질환,두통,원인,두통이 자주 발생하는 경우에는 어떤 원인이 있을 수 있을까요?
690,응급질환,두통,원인,두통의 원인 중 신경성 요인이 어떤 역할을 하는지 자세히 알고 싶어요.
691,응급질환,두통,원인,속발성 두통의 원인에 대해 자세한 설명을 해주실 수 있나요?
692,응급질환,두통,원인,두통이 계속해서 나타나는 이유에 대해서 알려주세요.
693,응급질환,두통,원인,우울증이나 위장 장애와 같은 신경성 요인들이 두통의 원인이 될 수 있나요?
694,응급질환,두통,원인,두통의 원인을 알아내는 데 도움이 되는 검진 방법은 어떤 것이 있을까요?
695,응급질환,두통,원인,두통의 발생 원인과 관련된 증상에 대해 자세히 설명해주세요.
696,응급질환,두통,원인,두통이 발생하는 이유에 대해서 자세히 알고 싶어요.
697,응급질환,두통,원인,두통의 원인을 파악하기 위해 알아야 할 중요한 사항은 무엇인가요?
698,응급질환,두통,원인,두통이 발생하는데 영향을 미치는 원인은 무엇인가요?
699,응급질환,두통,원인,"왼쪽 머리가 심하게 아플 때, 어떤 원인으로 인해 발생하는 두통인지 알려주세요."
700,응급질환,두통,원인,"두통, 어지러움, 구토 등의 호흡기 및 중추신경계 증상이 발생하는데 원인으로 알려진 요소는 무엇인가요?"
701,응급질환,두통,원인,두통이 발생하는 이유와 그로 인한 스트레스 요인은 무엇인가요?
702,응급질환,두통,원인,두통의 원인 중에서 왼쪽 머리가 심하게 아픈 증상이 나타날 때 어떤 원인이 있는지 알 수 있을까요?
703,응급질환,두통,원인,투통이라는 질병은 어떤 원인으로 발생하나요?
704,응급질환,두통,원인,두통약을 복용한 후에 두통과 두드러기가 나타날 수 있는 이유가 무엇인가요?
705,응급질환,두통,원인,약물 알레르기의 원인 중에 두통약이 포함되는 건가요?
706,응급질환,두통,원인,두통이 계속해서 발생하는 이유에 대해 알려주세요.
707,응급질환,두통,원인,두통이 발생하는 주요한 원인 중에 스트레스가 포함되는 이유가 무엇인가요?
708,응급질환,두통,원인,두통을 줄이기 위해 일상생활에서 신경 써야 할 점은 무엇인가요?
709,응급질환,두통,원인,두통이라는 질병이 두통 외에 다른 증상도 가지고 있나요?
710,응급질환,두통,원인,아무런 원인 없이 두통이 발생하는 원인이 무엇인지 알려주세요.
711,응급질환,두통,원인,밤에만 머리가 아팠는데 왜 자고 일어나면 지끈지끈한 두통이 발생하는 건가요?
712,응급질환,두통,원인,두통의 원인과 관련된 정보를 자세하게 알려주세요.
713,응급질환,두통,원인,두통이라는 질병의 원인을 자세히 알고 싶어요.
714,응급질환,두통,원인,두통약을 복용하고 난 후에 피부에 두드러기가 생기는 것은 약물 알레르기와 관련이 있는 건가요?
715,응급질환,두통,원인,두통의 주요 원인은 무엇인가요?
716,응급질환,두통,원인,두통의 주요 원인은 어떤 것들이 있는지 자세히 알려주세요.
717,응급질환,두통,원인,"두통이 자주 발생하는데, 이 질환의 원인을 설명해주세요."
718,응급질환,두통,원인,두통이 발생하는 원인에는 어떤 요소들이 관여하나요?
719,응급질환,두통,원인,두통의 원인으로 알려진 요인들이 무엇인가요?
720,응급질환,두통,원인,두통의 원인 중 어떤 것들이 스트레스와 관련이 있나요?
721,응급질환,두통,원인,두통 증상 중에서 밤에만 나타나는 것과 자고 일어나도 나타나는 것이 서로 다른 원리인가요?
722,응급질환,두통,원인,두통이 생기는데 영향을 미치는 원인을 상세히 설명해주세요.
723,응급질환,두통,원인,두통이 발생하는 원인과 관련된 중요한 사항을 알려주세요.
724,응급질환,두통,원인,두통의 원인으로 알려진 요인이 무엇인가요?
725,응급질환,두통,원인,간헐적으로 머리가 지끈지끈한 것은 어떤 원인으로 발생하는 건가요?
726,응급질환,두통,원인,봄철에 발생하는 두통이나 어지럼증이 특정 알레르기와 관련이 있는 이유가 무엇인가요?
727,응급질환,두통,원인,알레르기가 봄철 두통이나 어지럼증의 발생 원인 중 하나인가요?
728,응급질환,두통,원인,두통이 계속되는 원인에 대해 자세한 설명을 해주실 수 있나요?
729,응급질환,두통,원인,약물 알레르기란 정확히 무엇인지 알려주세요.
730,응급질환,두통,원인,"두통은 두부의 머리, 윗목, 얼굴 및 내측 등 모든 부위에서 느끼는 통증을 의미하는 것인가요?"
731,응급질환,두통,원인,봄철에 발생하는 두통이나 어지럼증은 특정 알레르기에 대한 특이한 원인이 될 수 있을까요?
732,응급질환,두통,원인,두통을 줄이기 위해 어떤 습관이 효과적일까요? 어떤 것들이 도움이 될까요?
733,응급질환,두통,원인,두통이 카페인 섭취와 저혈당에 의해 영향을 받을 수 있는지 자세히 알고 싶어요.
734,응급질환,두통,원인,"머리가 계속 찌릿찌릿하고 무거운 두통 증상이 계속된다면, 그 원인은 무엇일까요?"
735,응급질환,두통,원인,두통이 발생하는 원인에 대해서 자세한 설명을 듣고 싶어요.
736,응급질환,두통,원인,코골이와 두통이 서로 관련이 있는 원인이 될 수 있는지 알려주세요.
737,응급질환,두통,원인,두통이 발생하는 원인에 대해 알려주세요.
738,응급질환,두통,원인,"두통과 코막힘, 구토 증상이 신종 플루의 초기 증상 중 하나인가요?"
739,응급질환,두통,원인,두통의 원인 중에서 아무 원인 없이 두통이 발생하는 경우에 대해 알려주세요.
740,응급질환,두통,원인,"두통과 코막힘, 구토 증상이 나타나는 이유에 대해 자세히 알려주세요."
741,응급질환,두통,원인,두통이 발생하는 주요한 원인은 무엇인가요?
742,응급질환,두통,원인,간헐적인 두통이라는 질병의 원인은 무엇인가요?
743,응급질환,두통,원인,"두통과 코막힘, 구토 증상이 나타나는 이유를 설명해주세요."
744,응급질환,두통,원인,두통의 주요한 원인은 무엇인가요?
745,응급질환,두통,원인,두통의 원인들을 자세히 알려주세요.
746,응급질환,두통,원인,호흡기 및 중추신경계 증상이 발생하는 원인에 대해 자세히 알려주세요.
747,응급질환,두통,원인,아토피와 피부질환은 새집의 영향을 받는 것인가요?
